"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.005897667E0,-7.188245326E-2,-1.982945779E-1,-1.990468222E-1,2.900128689E-1
6.015907667E0,5.293126188E-2,-1.924565716E-1,-2.294728088E-1,3.041365161E-1
6.025917667E0,1.296468043E-1,-1.857509847E-1,-1.775705838E-1,2.878246592E-1
6.035927667E0,1.627169019E-1,-2.023157081E-1,-1.383544779E-1,2.941944892E-1
6.045937667E0,1.689409706E-1,-1.816080862E-1,-9.940734386E-2,2.672159586E-1
6.055947667E0,1.577228681E-1,-1.721641020E-1,-1.415505660E-1,2.730449485E-1
6.065956667E0,1.386923739E-1,-1.603442480E-1,-2.417788589E-1,3.215631649E-1
6.075966667E0,7.339238707E-2,-1.406305066E-1,-3.053831166E-1,3.441253111E-1
6.085976667E0,-3.219674282E-2,-1.597342372E-1,-3.415808898E-1,3.784562869E-1
6.095986667E0,-1.460675400E-1,-1.776631160E-1,-4.240564513E-1,4.824145344E-1
6.105996667E0,-2.279311539E-1,-1.622197424E-1,-4.071743703E-1,4.940231002E-1
6.116006667E0,-2.559154164E-1,-1.217460465E-1,-3.417884660E-1,4.439979230E-1
6.126015667E0,-2.086651630E-1,-1.052187453E-1,-2.721814567E-1,3.587406863E-1
6.136025667E0,-1.381125128E-1,-4.647966340E-2,-2.322917515E-1,2.742168542E-1
6.146035667E0,-3.518605873E-2,2.253487676E-2,-1.804813278E-1,1.852549300E-1
6.156045667E0,4.103926778E-2,4.456893951E-2,-1.106182104E-1,1.261229573E-1
6.166055667E0,3.472771011E-3,4.429587454E-2,-6.896440029E-2,8.203824198E-2
6.176065667E0,-9.034331907E-2,4.008017823E-2,-3.649539649E-2,1.053577237E-1
6.186075667E0,-1.193885223E-1,3.331480354E-2,-1.133769268E-1,1.679816148E-1
6.196084667E0,-1.332182106E-1,9.774892733E-2,-1.738739741E-1,2.398626759E-1
6.206094667E0,-1.653891525E-1,1.164556320E-1,-1.479789948E-1,2.506257547E-1
6.216104667E0,-1.835270328E-1,9.024446458E-2,-4.942885280E-2,2.104030576E-1
6.226114667E0,-1.691329055E-1,1.383405907E-1,1.391017520E-1,2.590238525E-1
6.236124667E0,-9.904145434E-2,2.497404277E-1,2.606706280E-1,3.743376380E-1
6.246134667E0,2.416694429E-2,3.045802939E-1,2.741367656E-1,4.104925857E-1
6.256143667E0,1.034780292E-1,3.281425264E-1,2.434599334E-1,4.214949102E-1
6.266153667E0,1.822551903E-1,3.265946223E-1,1.967775178E-1,4.226137636E-1
6.276163667E0,2.750647553E-1,3.187497054E-1,1.337913108E-1,4.417715576E-1
6.286173667E0,2.976274063E-1,2.928778227E-1,1.694429541E-1,4.506333395E-1
6.296183667E0,2.462941519E-1,3.046316032E-1,2.618845099E-1,4.712162131E-1
6.306193667E0,2.244039672E-1,2.932880048E-1,3.027875376E-1,4.775513451E-1
6.316203667E0,2.440730140E-1,3.234910664E-1,3.154040748E-1,5.135151766E-1
6.326212667E0,1.471915942E-1,3.776662503E-1,3.536220610E-1,5.379086577E-1
6.336222667E0,5.462125339E-2,3.101468432E-1,3.852133977E-1,4.975579438E-1
6.346232667E0,7.393325452E-2,3.366446704E-1,3.788750160E-1,5.121933599E-1
6.356242667E0,1.398746809E-1,4.218535128E-1,3.663888717E-1,5.759914217E-1
6.366252667E0,2.263099768E-1,4.797118579E-1,4.160539520E-1,6.741220684E-1
6.376262667E0,2.628027420E-1,5.314338425E-1,5.014180380E-1,7.764710291E-1
6.386271667E0,2.378819820E-1,5.784103730E-1,5.325796044E-1,8.214544613E-1
6.396281667E0,1.574345638E-1,5.718685082E-1,5.085107106E-1,7.812825195E-1
6.406291667E0,5.797327939E-2,4.921452311E-1,3.977679545E-1,6.354425034E-1
6.416301667E0,5.456585102E-2,4.080470672E-1,3.163583404E-1,5.191940299E-1
6.426311250E0,7.406236835E-2,3.590914004E-1,2.581463850E-1,4.484098842E-1
6.436321250E0,1.015288599E-1,4.024492353E-1,3.223885739E-1,5.255548392E-1
6.446331250E0,1.439493131E-1,5.327048810E-1,4.973015982E-1,7.428356309E-1
6.456340250E0,1.622216793E-1,6.141365683E-1,7.156231821E-1,9.568678783E-1
6.466350250E0,1.467230860E-1,6.408346626E-1,9.055612117E-1,1.119034332E0
6.476360250E0,1.295806577E-1,6.399833080E-1,9.989909470E-1,1.193462481E0
6.486370250E0,7.536944032E-2,6.702033265E-1,1.009346366E0,1.213932921E0
6.496380250E0,8.010246903E-2,5.967747232E-1,8.776740861E-1,1.064362850E0
6.506390250E0,1.899536709E-1,4.756148601E-1,6.811094069E-1,8.521748157E-1
6.516399250E0,3.019405684E-1,4.306594196E-1,5.581693590E-1,7.669345968E-1
6.526409250E0,3.469297765E-1,4.523262772E-1,5.403599095E-1,7.854604781E-1
6.536419250E0,2.802982691E-1,4.856657852E-1,5.688837969E-1,7.987910547E-1
6.546429250E0,1.415550976E-1,4.601937059E-1,6.468646038E-1,8.063807464E-1
6.556439250E0,1.531780466E-2,4.787714794E-1,6.986101234E-1,8.470613137E-1
6.566449250E0,-5.923551053E-2,5.461017291E-1,6.868279839E-1,8.794706497E-1
6.576459250E0,-1.727624915E-1,5.591245016E-1,5.961762607E-1,8.354000363E-1
6.586468250E0,-3.772510249E-1,6.268935849E-1,4.127584612E-1,8.400496711E-1
6.596478250E0,-5.721180381E-1,5.541270326E-1,1.249175763E-1,8.062135069E-1
6.606488250E0,-8.384124450E-1,3.996317545E-1,-1.905794692E-1,9.481358031E-1
6.616498250E0,-1.127853786E0,3.397514422E-1,-5.016940266E-1,1.280305472E0
6.626508250E0,-1.324946907E0,3.443575864E-1,-7.305324125E-1,1.551690710E0
6.636518250E0,-1.428743610E0,3.944313870E-1,-8.238855493E-1,1.695780593E0
6.646527250E0,-1.383700753E0,4.652936473E-1,-7.876667261E-1,1.658778112E0
6.656537250E0,-1.232019448E0,5.796241088E-1,-7.052361882E-1,1.533360397E0
6.666547250E0,-1.076338500E0,6.681015448E-1,-6.047003317E-1,1.403754513E0
6.676557250E0,-1.031800697E0,7.124488749E-1,-5.713255942E-1,1.377900219E0
6.686567250E0,-1.074583020E0,6.412796357E-1,-6.165485448E-1,1.395027006E0
6.696577250E0,-1.431792933E0,5.172264241E-1,-6.302386308E-1,1.647651331E0
6.706587250E0,-1.948629201E0,4.217565952E-1,-7.837502611E-1,2.142264891E0
6.716596250E0,-2.439352536E0,3.114279681E-1,-9.687889087E-1,2.643100475E0
6.726606250E0,-2.805078918E0,2.471815400E-1,-1.079332275E0,3.015712952E0
6.736616250E0,-2.889807119E0,6.965963423E-2,-1.117598208E0,3.099171406E0
6.746626250E0,-2.685776715E0,-6.937969878E-2,-1.011320386E0,2.870710544E0
6.756636250E0,-2.348042708E0,-7.834450364E-2,-7.930163437E-1,2.479580074E0
6.766646250E0,-1.958617415E0,-1.514906864E-1,-4.749710816E-1,2.021071284E0
6.776655250E0,-1.646094848E0,-2.289730181E-1,-1.861373395E-1,1.672334895E0
6.786665250E0,-1.355336641E0,-2.337257811E-1,4.393890202E-2,1.376043523E0
6.796675250E0,-1.189663679E0,-2.216887030E-1,1.696464372E-1,1.221976049E0
6.806685250E0,-1.241274421E0,-2.309752509E-1,2.251628262E-1,1.282501482E0
6.816695250E0,-1.475519142E0,-2.667480777E-1,2.817486709E-1,1.525678075E0
6.826705250E0,-1.818531430E0,-2.071142256E-1,2.347733098E-1,1.845283548E0
6.836715250E0,-2.003174514E0,-2.472672017E-1,8.919284284E-2,2.020347635E0
6.846724250E0,-2.020026189E0,-4.893504082E-1,-1.141025662E-2,2.078484982E0
6.856734250E0,-1.938753254E0,-6.377141498E-1,1.313787496E-1,2.045165982E0
6.866744250E0,-1.864311474E0,-7.552532709E-1,4.474289417E-1,2.060644907E0
6.876754250E0,-1.712506793E0,-9.836566240E-1,7.679347122E-1,2.118958138E0
6.886764250E0,-1.597204378E0,-1.170790037E0,1.013485025E0,2.224626492E0
6.896774250E0,-1.392726369E0,-1.111580839E0,1.170497968E0,2.131985974E0
6.906784250E0,-1.211398657E0,-1.099167200E0,1.208517734E0,2.033757693E0
6.916793250E0,-1.219916442E0,-1.111663284E0,1.157513056E0,2.015893812E0
6.926803250E0,-1.141859914E0,-1.188739819E0,9.739712960E-1,1.914566924E0
6.936813250E0,-1.070900297E0,-1.222505151E0,7.037749690E-1,1.771057734E0
6.946823250E0,-1.207735376E0,-1.262250430E0,3.629869616E-1,1.784281486E0
6.956833250E0,-1.275677391E0,-1.301627042E0,-1.352519453E-2,1.822571999E0
6.966843250E0,-1.134640211E0,-1.403670603E0,-3.395115602E-1,1.836564093E0
6.976853250E0,-8.513233164E-1,-1.513096566E0,-5.071564955E-1,1.808706808E0
6.986862250E0,-5.951725861E-1,-1.583819224E0,-4.976062381E-1,1.763611553E0
6.996872250E0,-3.406508902E-1,-1.603700927E0,-4.319116008E-1,1.695419512E0
7.006882250E0,-7.883216143E-2,-1.491451635E0,-3.917552626E-1,1.544057860E0
7.016892250E0,1.385933366E-1,-1.400161981E0,-2.549678385E-1,1.429919678E0
7.026902250E0,1.699355820E-1,-1.393677711E0,-1.267670506E-1,1.409711158E0
7.036912250E0,4.610821903E-2,-1.429843325E0,-1.488408744E-1,1.438308558E0
7.046921250E0,-2.456596559E-1,-1.483183965E0,-3.176616848E-1,1.536584617E0
7.056931250E0,-3.501400441E-1,-1.495838217E0,-5.851887578E-1,1.643951308E0
7.066941250E0,-2.098618323E-1,-1.510405677E0,-7.866282606E-1,1.715852942E0
7.076951250E0,4.431984812E-2,-1.459269730E0,-8.080512893E-1,1.668645942E0
7.086961250E0,3.361880028E-1,-1.419378563E0,-6.241434932E-1,1.586572714E0
7.096971250E0,4.159428549E-1,-1.362039597E0,-3.804841697E-1,1.474085657E0
7.106981250E0,2.200158146E-1,-1.317794008E0,-3.102462459E-1,1.371583297E0
7.116990250E0,1.839282614E-1,-1.318259154E0,-4.214515167E-1,1.396158366E0
7.127000250E0,2.733438832E-1,-1.323615789E0,-4.876332271E-1,1.436823510E0
7.137010250E0,2.817627043E-1,-1.278199003E0,-4.025053686E-1,1.369377042E0
7.147020250E0,1.187282985E-1,-1.236959175E0,-1.612942743E-1,1.253068336E0
7.157030250E0,-1.436465004E-1,-1.251938573E0,4.592461646E-2,1.260989126E0
7.167040250E0,-3.477964801E-1,-1.262941863E0,4.916455865E-2,1.310878215E0
7.177050250E0,-2.782859498E-1,-1.331088238E0,6.570106924E-2,1.361453487E0
7.187059250E0,-7.579628706E-2,-1.323436571E0,1.364108634E-1,1.332605478E0
7.197069250E0,2.039561445E-1,-1.306309492E0,1.720747858E-1,1.333286289E0
7.207079250E0,4.200136864E-1,-1.275077174E0,2.814253199E-1,1.371653567E0
7.217089250E0,4.515670162E-1,-1.196442649E0,4.613371289E-1,1.359492453E0
7.227099250E0,4.114130169E-1,-1.134265696E0,5.531021619E-1,1.327306047E0
7.237109250E0,3.427485788E-1,-1.185511571E0,5.572378975E-1,1.354041487E0
7.247119250E0,3.993434867E-1,-1.239718477E0,4.862427592E-1,1.390255064E0
7.257128250E0,5.453063616E-1,-1.119191867E0,3.588091260E-1,1.295644030E0
7.267138250E0,5.698205209E-1,-1.011698116E0,2.725925159E-1,1.192700794E0
7.277148250E0,3.073998213E-1,-9.663006261E-1,1.647973412E-1,1.027321621E0
7.287158250E0,-7.796180338E-2,-9.393633807E-1,-5.978368700E-2,9.444869999E-1
7.297168250E0,-4.518424201E-1,-1.013759260E0,-3.394244367E-1,1.160637048E0
7.307178250E0,-8.158500132E-1,-1.064025141E0,-6.449806309E-1,1.487871217E0
7.317187250E0,-1.035633109E0,-1.036808984E0,-7.811026418E-1,1.660611376E0
7.327197250E0,-1.086891409E0,-1.082027549E0,-6.535783768E-1,1.667117646E0
7.337207250E0,-9.176307419E-1,-1.143483540E0,-3.988637227E-1,1.519438400E0
7.347217250E0,-5.609685673E-1,-1.112146849E0,-1.025005209E-1,1.249825069E0
7.357227250E0,-1.539275135E-1,-1.056661596E0,9.524354160E-2,1.072053516E0
7.367237250E0,1.992779334E-1,-1.005397449E0,2.265913010E-1,1.049704407E0
7.377247250E0,3.521280974E-1,-9.359762348E-1,2.440949410E-1,1.029382363E0
7.387256250E0,5.043878388E-1,-9.306807040E-1,1.599710494E-1,1.070590679E0
7.397266250E0,5.840861191E-1,-9.481125695E-1,9.410041094E-2,1.117554887E0
7.407276250E0,3.409605002E-1,-8.569493611E-1,-5.432706535E-2,9.238872768E-1
7.417286250E0,4.017124861E-2,-8.382631217E-1,-1.998525685E-1,8.626933636E-1
7.427296500E0,-2.188706374E-1,-8.690229844E-1,-2.842963028E-1,9.401753512E-1
7.437306500E0,-4.316913070E-1,-8.488351800E-1,-3.914985698E-1,1.029635701E0
7.447316500E0,-5.519954301E-1,-8.714650740E-1,-4.554899132E-1,1.127661913E0
7.457325500E0,-6.600627927E-1,-8.733750670E-1,-3.365341580E-1,1.145304386E0
7.467335500E0,-7.077822120E-1,-8.760576233E-1,-1.844398928E-1,1.141249619E0
7.477345500E0,-4.682606708E-1,-9.497875044E-1,-1.724080771E-1,1.072888114E0
7.487355500E0,-1.239093702E-1,-8.694460304E-1,-1.410523832E-1,8.894862037E-1
7.497365500E0,2.492363977E-1,-8.604114975E-1,-6.590396762E-2,8.982037964E-1
7.507375500E0,5.785024667E-1,-8.730865069E-1,9.232753515E-4,1.047351901E0
7.517385500E0,7.868340826E-1,-7.431632754E-1,5.444108605E-2,1.083680469E0
7.527394500E0,8.994707519E-1,-7.558517334E-1,6.752832413E-2,1.176826050E0
7.537404500E0,9.630698933E-1,-8.248142333E-1,-1.721420288E-3,1.268000435E0
7.547414500E0,9.846945047E-1,-7.649166718E-1,-1.046166283E-1,1.251265528E0
7.557424500E0,9.590030086E-1,-7.474536699E-1,-2.794425291E-1,1.247582417E0
7.567434500E0,9.339909589E-1,-7.292977729E-1,-4.983505887E-1,1.285522331E0
7.577444500E0,7.548622383E-1,-6.515470541E-1,-6.884728056E-1,1.211744761E0
7.587454500E0,5.157625736E-1,-5.706977494E-1,-9.243541628E-1,1.202554602E0
7.597463500E0,3.495443590E-1,-5.745004861E-1,-1.082315524E0,1.274220923E0
7.607473500E0,1.256750831E-1,-5.823611905E-1,-1.150501075E0,1.295604688E0
7.617483500E0,1.621169776E-2,-6.842062385E-1,-1.072127336E0,1.271950479E0
7.627493500E0,1.012050703E-1,-6.915855709E-1,-9.274572802E-1,1.161339776E0
7.637503500E0,3.443941315E-1,-6.384494372E-1,-7.201612061E-1,1.022182549E0
7.647513500E0,6.317616843E-1,-6.395861359E-1,-4.888137800E-1,1.023294758E0
7.657523500E0,8.522401598E-1,-5.811304978E-1,-3.164285070E-1,1.078959195E0
7.667532500E0,1.038851782E0,-4.836797784E-1,-2.432973808E-1,1.171474612E0
7.677542500E0,1.261753563E0,-4.737417045E-1,-3.582074475E-1,1.394548612E0
7.687552500E0,1.516017835E0,-4.783300146E-1,-6.762451082E-1,1.727546562E0
7.697562500E0,1.656960729E0,-4.569971792E-1,-1.075356753E0,2.027500290E0
7.707572500E0,1.554991574E0,-4.932629263E-1,-1.423797596E0,2.165295985E0
7.717582500E0,1.285389178E0,-4.842517823E-1,-1.573266461E0,2.088514421E0
7.727591500E0,9.422241309E-1,-4.272216953E-1,-1.599787093E0,1.905157062E0
7.737601500E0,7.714602908E-1,-4.983559974E-1,-1.534878906E0,1.788676308E0
7.747611500E0,6.753675874E-1,-4.929521468E-1,-1.449820045E0,1.673649115E0
7.757621500E0,7.835209040E-1,-4.450317295E-1,-1.393326586E0,1.659312274E0
7.767631500E0,1.032593360E0,-2.864860120E-1,-1.241045794E0,1.639670073E0
7.777641500E0,1.196164175E0,-2.050431418E-1,-1.010888861E0,1.579477038E0
7.787651500E0,1.364861317E0,-2.581017999E-1,-8.456108791E-1,1.626198239E0
7.797660500E0,1.357902545E0,-2.901170963E-1,-6.772432280E-1,1.544903117E0
7.807670500E0,1.351995542E0,-3.192725196E-1,-5.372433436E-1,1.489448656E0
7.817680500E0,1.429544240E0,-3.719956206E-1,-4.345019174E-1,1.539730298E0
7.827690500E0,1.612283031E0,-2.975663029E-1,-2.823982966E-1,1.663655937E0
7.837700500E0,1.893652072E0,-2.296565941E-1,-1.602131242E-1,1.914243601E0
7.847710500E0,2.240897305E0,-1.719317483E-1,-1.425241274E-1,2.251997866E0
7.857720500E0,2.296229215E0,1.785608098E-2,-2.822158635E-2,2.296472056E0
7.867729500E0,2.128432544E0,8.759194829E-2,1.154392397E-1,2.133359713E0
7.877739500E0,1.683516297E0,7.647178665E-2,1.109930170E-1,1.688903345E0
7.887749500E0,1.237563485E0,1.504661446E-1,-1.312232137E-1,1.253564108E0
7.897759500E0,9.103880882E-1,1.677836604E-1,-4.674158943E-1,1.037032037E0
7.907769500E0,4.388066375E-1,2.346404684E-1,-7.573576838E-1,9.061997990E-1
7.917779500E0,1.858400086E-1,2.210505160E-1,-9.484441066E-1,9.914363634E-1
7.927789500E0,2.219673228E-1,1.650454094E-1,-8.357267457E-1,8.803116909E-1
7.937798500E0,1.523044726E-1,3.909134097E-1,-4.418471897E-1,6.092937595E-1
7.947808500E0,3.711479205E-1,5.349756472E-1,-1.417791921E-1,6.663715640E-1
7.957818500E0,8.486923617E-1,3.479909000E-1,1.173132724E-1,9.247371492E-1
7.967828500E0,1.051916727E0,3.372491263E-1,1.639711297E-1,1.116759735E0
7.977838500E0,1.544740528E0,4.088956444E-1,-1.020713353E-1,1.601198771E0
7.987848500E0,2.142890516E0,3.935790823E-1,-2.953370154E-1,2.198660549E0
7.997858500E0,2.270741348E0,4.319001988E-1,-2.461794734E-1,2.324523260E0
8.007867500E0,2.137155567E0,3.433409748E-1,-1.823571146E-2,2.164636109E0
8.017877500E0,1.816426433E0,2.840895306E-1,1.792855722E-1,1.847229050E0
8.027887500E0,1.380707125E0,3.589826421E-1,1.543980682E-1,1.434942322E0
8.037897500E0,9.864141709E-1,3.921557969E-1,5.244777024E-2,1.062802829E0
8.047907500E0,6.068322265E-1,1.695166290E-1,-2.445703197E-1,6.758667619E-1
8.057917500E0,5.410124588E-1,2.006546603E-1,-9.724188602E-1,1.130732158E0
8.067927500E0,7.652455777E-1,2.392375128E-1,-1.555077528E0,1.749600383E0
8.077936500E0,9.673627728E-1,1.915639210E-1,-1.882898165E0,2.125510049E0
8.087946500E0,1.304390436E0,2.063399812E-1,-1.936929361E0,2.344292206E0
8.097956500E0,1.786646563E0,2.172429918E-1,-1.693971704E0,2.471606885E0
8.107966500E0,2.000796159E0,1.727757208E-1,-1.264770287E0,2.373326905E0
8.117976500E0,2.029458041E0,4.334847942E-2,-9.592515153E-1,2.245159794E0
8.127986500E0,1.873257861E0,1.796279266E-2,-8.524316561E-1,2.058168458E0
8.137996500E0,1.586882288E0,1.981872815E-1,-9.384687567E-1,1.854237633E0
8.148005500E0,1.456877634E0,3.055317090E-1,-9.896318936E-1,1.787515972E0
8.158015500E0,1.258823084E0,4.012543933E-1,-9.304761976E-1,1.615990903E0
8.168025500E0,9.456438750E-1,6.538771695E-1,-8.117250949E-1,1.407371778E0
8.178035500E0,6.975640565E-1,6.014176683E-1,-7.237718618E-1,1.171385732E0
8.188045500E0,5.278106153E-1,2.838906888E-1,-9.284665096E-1,1.105091864E0
8.198055500E0,6.515417916E-1,6.868782699E-2,-1.384256970E0,1.531467297E0
8.208065500E0,9.840957499E-1,-8.198322594E-2,-1.739561859E0,2.000310265E0
8.218075500E0,1.268986130E0,-9.412207305E-2,-1.890383770E0,2.278757460E0
8.228084500E0,1.523962154E0,-9.209593973E-2,-1.856507927E0,2.403656380E0
8.238094500E0,1.640553880E0,-6.505793947E-2,-1.448969859E0,2.189786114E0
8.248104500E0,1.549883446E0,7.188464140E-2,-6.864777356E-1,1.696631303E0
8.258114500E0,1.276622009E0,7.216768775E-2,1.358770126E-1,1.285859437E0
8.268124500E0,9.740169042E-1,4.761652658E-3,5.830913615E-1,1.135221185E0
8.278134500E0,7.946266669E-1,2.516099836E-2,4.906521446E-1,9.342398742E-1
8.288144500E0,8.704492664E-1,-9.220658915E-2,-1.112304139E-1,8.823583090E-1
8.298153500E0,9.860095435E-1,-8.053918295E-2,-9.299943870E-1,1.357788989E0
8.308163500E0,8.370219040E-1,-1.879532654E-1,-1.575831635E0,1.794206632E0
8.318173500E0,5.320890230E-1,-3.287368959E-1,-1.872057427E0,1.973774477E0
8.328183500E0,1.649885452E-1,-2.896904323E-1,-1.714210086E0,1.746326999E0
8.338193500E0,-2.014681542E-1,-2.923548623E-1,-1.233563697E0,1.283643322E0
8.348203500E0,-3.108531868E-1,-2.278899676E-1,-4.134338146E-1,5.652354024E-1
8.358213500E0,-3.856472611E-2,-4.563430220E-2,4.807674265E-1,4.844657325E-1
8.368222500E0,5.370609105E-1,1.917711318E-1,1.142617859E0,1.277022381E0
8.378232500E0,1.020526827E0,3.225039833E-1,1.160105712E0,1.578394465E0
8.388242500E0,1.424050196E0,5.613122374E-2,6.553208470E-1,1.568602909E0
8.398252500E0,1.701715756E0,-3.535488977E-1,3.127090931E-3,1.738057282E0
8.408262500E0,1.875824203E0,-4.575465252E-1,-4.958023721E-1,1.993460623E0
8.418272500E0,1.646158437E0,-4.091557724E-1,-6.726829845E-1,1.824759831E0
8.428283125E0,1.174360054E0,-4.834635776E-1,-3.390519691E-1,1.314463695E0
8.438292125E0,6.739348733E-1,-4.046005721E-1,3.186685753E-1,8.481977938E-1
8.448302125E0,1.196650225E-1,-1.688788439E-1,9.175865954E-1,9.406407080E-1
8.458312125E0,-3.727342701E-1,1.687425307E-1,1.199555706E0,1.267414206E0
8.468322125E0,-5.403944081E-1,3.057389197E-1,1.152645834E0,1.309234441E0
8.478332125E0,-4.161486769E-1,2.836843186E-1,9.622815424E-1,1.086113383E0
8.488342125E0,-1.657282180E-1,1.947001483E-1,6.906415379E-1,7.364507613E-1
8.498352125E0,3.906451687E-1,-2.919237033E-2,5.146584731E-1,6.467837245E-1
8.508361125E0,7.246831504E-1,-5.845022947E-3,5.395260966E-1,9.034867136E-1
8.518371125E0,8.045932460E-1,5.811693817E-2,8.655428678E-1,1.183178907E0
8.528381125E0,6.331297866E-1,6.031563744E-2,1.353492429E0,1.495470849E0
8.538391125E0,1.163973060E-1,1.053128855E-1,1.708975659E0,1.716169263E0
8.548401125E0,-1.634703156E-1,1.060541663E-1,1.772642482E0,1.783320330E0
8.558411125E0,-3.237141377E-1,-1.662363410E-2,1.583510199E0,1.616345179E0
8.568421125E0,-3.965093413E-1,1.269196630E-2,1.082779208E0,1.153165885E0
8.578430125E0,-5.135159272E-1,2.279224196E-1,5.752479064E-1,8.040879247E-1
8.588440125E0,-7.421677870E-1,3.659839520E-1,1.802550405E-1,8.469056363E-1
8.598450125E0,-7.778790718E-1,3.457677886E-1,-2.010331213E-2,8.515018245E-1
8.608460125E0,-8.294380653E-1,3.338742596E-1,4.480721354E-2,8.952358414E-1
8.618470125E0,-8.755015531E-1,5.253650174E-1,3.041271347E-1,1.065365986E0
8.628480125E0,-9.460343228E-1,6.789726882E-1,6.301924378E-1,1.324057159E0
8.638490125E0,-9.959237169E-1,7.219318892E-1,8.831704688E-1,1.514278633E0
8.648500125E0,-9.488090459E-1,7.642841493E-1,9.284974998E-1,1.531821293E0
8.658509125E0,-9.617437448E-1,7.282213005E-1,7.354990375E-1,1.412875128E0
8.668519125E0,-1.118886642E0,6.873818614E-1,3.206449342E-1,1.351744915E0
8.678529125E0,-1.467458317E0,6.357456847E-1,-1.391578853E-1,1.605294803E0
8.688539125E0,-1.842081091E0,6.417608616E-1,-4.369507313E-1,1.999011179E0
8.698549125E0,-2.269086294E0,7.539168897E-1,-6.130150723E-1,2.468386267E0
8.708559125E0,-2.248314645E0,9.180782001E-1,-6.529854691E-1,2.514791511E0
8.718569125E0,-1.840356748E0,9.730075286E-1,-3.158373535E-1,2.105566395E0
8.728578125E0,-1.627641766E0,1.054532479E0,8.104240894E-2,1.941088442E0
8.738588125E0,-1.714809426E0,1.262694672E0,4.673404652E-1,2.180223913E0
8.748598125E0,-1.625692305E0,1.286723805E0,1.105767537E0,2.349735190E0
8.758608125E0,-1.655851366E0,1.233777852E0,1.659234565E0,2.648982989E0
8.768618125E0,-1.828279031E0,1.231157422E0,1.909368510E0,2.916168877E0
8.778628125E0,-1.903032906E0,1.163287182E0,1.814457675E0,2.875243983E0
8.788638125E0,-1.700740879E0,9.790082337E-1,1.616283258E0,2.542311591E0
8.798647125E0,-1.369149811E0,7.580824462E-1,1.186296560E0,1.963812549E0
8.808657125E0,-9.291456637E-1,5.395614722E-1,7.762821972E-1,1.325538493E0
8.818667125E0,-4.855463558E-1,3.568161026E-1,7.209119886E-1,9.395675016E-1
8.828677125E0,-2.278437746E-1,3.252861616E-1,1.013206698E0,1.088260853E0
8.838687125E0,-2.903303370E-1,4.422404149E-1,1.566102453E0,1.653041192E0
8.848697125E0,-5.374865878E-1,4.798353803E-1,2.045495199E0,2.168682649E0
8.858707125E0,-9.114356169E-1,3.950045604E-1,2.248569583E0,2.458212492E0
8.868717125E0,-1.418324602E0,4.848172081E-1,1.931599624E0,2.444947752E0
8.878726125E0,-1.583253506E0,4.243178219E-1,1.367783609E0,2.134846430E0
8.888736125E0,-1.533382019E0,3.223549524E-1,9.862048405E-1,1.851424619E0
8.898746125E0,-1.542960343E0,2.626968344E-1,6.870876002E-1,1.709334846E0
8.908756125E0,-1.567872405E0,2.363777858E-1,3.274288738E-1,1.619045399E0
8.918766125E0,-1.643016728E0,2.077116649E-1,6.247983813E-2,1.657272408E0
8.928776125E0,-1.854369015E0,6.101891130E-2,-1.113315707E-1,1.858709894E0
8.938786125E0,-2.260937614E0,-6.785430640E-2,-2.850938630E-1,2.279851226E0
8.948795125E0,-2.757340203E0,-2.215113862E-1,-4.358321589E-1,2.800346757E0
8.958805125E0,-2.975084959E0,-4.734728788E-1,-5.273013228E-1,3.058325320E0
8.968815125E0,-2.803414215E0,-6.843731765E-1,-4.893926543E-1,2.926944324E0
8.978825125E0,-2.400504220E0,-7.117957409E-1,-2.847073621E-1,2.519946818E0
8.988835125E0,-1.945956877E0,-6.963735634E-1,-3.161180198E-2,2.067047076E0
8.998845125E0,-1.382060171E0,-6.472445266E-1,4.096208453E-2,1.526660959E0
9.008855125E0,-7.187438411E-1,-6.556795737E-1,1.405787587E-2,9.729881995E-1
9.018864125E0,-3.600539982E-1,-8.238814563E-1,-1.358752584E-1,9.093303148E-1
9.028874125E0,-6.490447381E-1,-1.006324817E0,-4.767001033E-1,1.288872258E0
9.038884125E0,-1.261513973E0,-1.074067442E0,-9.610121119E-1,1.915354446E0
9.048894125E0,-1.759674235E0,-1.134863867E0,-1.410466529E0,2.524635664E0
9.058904125E0,-1.986193323E0,-1.335353197E0,-1.627682405E0,2.894388033E0
9.068914125E0,-2.248609637E0,-1.307369154E0,-1.632244402E0,3.070778597E0
9.078924125E0,-2.252561185E0,-1.300354980E0,-1.478956720E0,2.992034082E0
9.088933125E0,-1.779342514E0,-1.462523121E0,-9.335383844E-1,2.485262074E0
9.098943125E0,-1.103352052E0,-1.215672533E0,-2.004963470E-1,1.653917847E0
9.108953125E0,-3.239260992E-1,-9.476522474E-1,3.218161315E-1,1.051921348E0
9.118963125E0,2.086362559E-1,-9.192162144E-1,5.745795697E-1,1.103915403E0
9.128973125E0,1.721917301E-1,-9.545532775E-1,6.207111776E-1,1.151566028E0
9.138983125E0,-5.576127040E-1,-1.043080780E0,1.412897801E-1,1.191181029E0
9.148993125E0,-1.408455672E0,-1.204715874E0,-8.313366562E-1,2.031307055E0
9.159003125E0,-1.791317758E0,-1.410516815E0,-1.612468534E0,2.792567236E0
